number_of_slot,number_of_day,number_of_weekday,number_of_hour,stream.1,stream.2,stream.3,stream.4,stream.5,advertising_earnings.1,advertising_earnings.2,advertising_earnings.3,advertising_earnings.4,advertising_earnings.5,bandwidth_available_OTT
3307,138,5,19,1.296407465,1.401898575,1.436673761,0.193593478,1.6175079,2.427829640304431,0.9179114419181864,2.37167506031987,2.0067208909803083,4.616958108522335,0.057566083
3308,138,5,20,1.827376132,0.983410158,3.3169350110000004,0.471275429,3.535420658,3.9931987123941135,1.5810512970390274,2.3355245149115675,2.0289262672141857,4.6267232568202346,0.464251177
3309,138,5,21,1.035509746,0.524133946,1.604861916,1.433189161,3.797125996,3.9464106829245615,1.0349862688185798,2.8352624334360192,2.0154511706621783,4.625679124926862,0.695327948
3310,138,5,22,0.962498869,0.401938616,2.69426426,0.683068076,6.200656069,4.743547308351428,0.1950056043373936,2.3190031767168886,1.9638135228421083,4.628227466626153,0.8365574020000001
3311,138,5,23,0.70145163,0.275122527,0.466404325,0.434282183,10.42244679,4.404450397027019,0.3857553556693851,2.3967785676974644,2.0244513258801717,4.624059668847863,1.4294784740000002
3312,138,5,24,1.108140958,0.154879679,0.477348228,0.408589455,5.519282654,4.624413154768272,0.20685108145697212,2.4250647987426617,2.123238086728119,4.6228312243588086,3.145404859
3313,139,6,1,0.0,0.138128894,3.485939176,0.365881185,5.286348797,4.744914142534883,0.8422716877099181,2.295237846194357,1.9471862600854304,4.638444497239412,5.19097395
3314,139,6,2,0.0,0.2623075,1.093853833,0.219247464,6.737142119,4.088252599270092,0.14752368456089446,2.363667830376115,2.003695674849598,4.634333876982391,6.231307021
3315,139,6,3,0.0,0.444663497,2.446472738,0.130438208,9.960679274,4.719947799417652,0.8904540298763971,2.2979501881989304,2.01021750034768,4.619423579720328,7.224695287999999
3316,139,6,4,0.0,0.6808240390000001,3.760681983,0.199020697,4.587896918999999,4.7885945463977775,0.7292786731594945,2.436218876870905,1.920166934403468,4.640951900544507,7.825645442000001
3317,139,6,5,0.0,0.723883527,2.642151343,0.08980886,5.919695953,3.0665523306213784,0.2783552756548566,2.4165119335405483,1.9500366027021827,4.616810344843162,7.667887362
3318,139,6,6,0.0,0.402855816,1.040509078,0.194349016,7.298378269,4.779037526926987,0.07366367312029619,2.2221136933452565,2.0978341227027757,4.617091815777652,7.633427376
3319,139,6,7,0.0,0.700698761,0.417088739,0.311074314,8.491311612999999,4.878074376757977,1.2674113900595192,2.3267642778691693,2.0360350041853703,4.640372932565549,6.386447079
3320,139,6,8,0.0,0.455990398,1.111920544,1.137526644,5.342035685,4.514244677273384,1.2622529941163076,2.298824890355732,1.9289684757465333,4.641854326853242,5.535804562
3321,139,6,9,0.0,0.69176235,0.8197840059999999,0.46202352,3.909617505,4.1027445560811415,0.3297952264808787,2.221214414926588,1.9605551745199297,4.630754004622899,3.483960918
3322,139,6,10,0.0,1.281615324,0.607393765,1.040234239,3.1381713,4.940781604916988,0.14525994217275956,2.359661768742398,1.9394719938030212,4.624214487834182,2.819921481
3323,139,6,11,0.0,0.455157865,0.106483312,0.402000405,3.080653122,3.3209351577064514,0.3358285882801071,2.6716114269627447,1.9940658696599431,4.6211891181567415,1.980044792
3324,139,6,12,0.0,0.5641572539999999,0.218146383,0.402055711,2.790964304,4.79120946927206,0.6641266718077838,2.2834534164988227,2.0378325640698827,4.638654538828443,1.276229879
3325,139,6,13,0.0,0.8242065609999999,0.465923204,0.130990305,1.55102815,4.00393670470837,0.2813624805598848,2.361775848967482,1.9162566048231255,4.632776023729207,0.710585001
3326,139,6,14,0.0,1.282672161,0.459736555,0.040253049,3.0024688260000003,4.810437468403213,0.4232488999393179,2.6955973170674032,1.9699800588411496,4.627332328169653,0.583875821
3327,139,6,15,0.0,1.4131165980000002,0.746047212,0.059643198,0.8290098359999999,5.065805412341971,1.1424414428561378,2.3265890911679965,2.022987595893495,4.64335931331212,0.82130426
3328,139,6,16,0.0,1.189846919,0.49105276,0.273100294,2.367270942,2.937184014603164,0.4776725540471641,2.4922638759771982,2.030292679436972,4.60150646036228,0.905041072
3329,139,6,17,0.0,1.006460752,1.267141681,0.252939769,1.7175157840000002,3.4921881464571523,0.020018183433534453,2.434123494482479,1.8906339974617363,4.631985847715988,0.448453465
3330,139,6,18,0.0,0.968862337,1.499334439,0.312495448,6.733555687000001,3.385695029358479,0.5063310262537744,2.307408602388976,2.0322770873426492,4.6271987068234335,0.047017862
3331,139,6,19,0.0,1.132518038,0.977905964,0.357034274,2.922423894,4.175561441945362,0.977228321613512,2.496973480400643,2.0238808742763816,4.633170819263358,0.027864808
3332,139,6,20,0.0,1.133266657,2.623770666,0.865111295,4.350923904,3.128167312498852,0.5251567887465322,2.716799454187175,1.9465907791386263,4.6299559335562765,0.45669568
3333,139,6,21,0.0,0.52142838,3.482578277,0.570306161,4.813361942,4.668156837334432,0.9054817031717428,2.4813139727921687,1.955271699993766,4.6286693377278985,0.765010283
3334,139,6,22,0.0,0.405385156,3.930522771,0.737615495,7.384877574,4.436596241608861,0.7140573227487571,2.481127289458121,1.9515971312883995,4.629997453424706,0.871074817
3335,139,6,23,0.0,0.241869622,0.7602852659999999,0.203192847,15.30398255,3.4132219475017918,0.023369986150182282,2.3520632986062675,1.9900016225251103,4.634082922349209,1.393678638
3336,139,6,24,0.0,0.140332862,2.040306726,0.169257596,6.618162342000001,4.091562200476493,0.5029776063874584,2.3806321928049585,2.0807694546126334,4.634347850675488,2.82155626
3337,140,7,1,0.0,0.165104193,1.47875156,0.8543993679999999,4.273036163,3.2821002586068357,0.3999347486169523,2.447583734162839,1.9702098992789372,4.6298296849677225,5.061374154
3338,140,7,2,0.0,0.263654329,0.971659874,0.182094896,3.222850382,3.202644331990748,1.079978594692968,2.3471510149723747,1.966853481215124,4.632809285155666,5.663850487
3339,140,7,3,0.0,0.518447059,0.761239729,0.119932929,3.67867666,4.6525169695054975,0.5883383251838055,2.2699411380206107,1.9042234350886136,4.612388244453075,6.84179567
3340,140,7,4,0.0,0.702450852,0.460926882,0.048089025999999986,3.224972505,4.6858840333881,1.076019593963789,2.388939996693779,2.016395490362855,4.633670738662169,7.5555898789999985
3341,140,7,5,0.0,0.745803758,1.002273019,0.115442553,3.3068640960000004,3.342882411944291,0.1724759803732329,2.277551697701849,1.96742037021278,4.626953185443097,7.471429927999999
3342,140,7,6,0.0,0.436703214,0.304561527,0.158127636,3.541882195,3.8814607451868506,0.020266764947885568,2.404895898021596,1.9768756281428053,4.640057738962078,7.349291384
3343,140,7,7,0.0,0.6623068529999999,0.6072238289999999,1.5370717580000002,4.662546378,4.141600304614698,1.2410788874604457,2.4098561623513906,1.9854207987481372,4.606702902620948,5.653220741
3344,140,7,8,0.0,0.467847904,0.683527255,0.514387165,4.993357931,4.62848605747303,1.380052050945176,2.5114784945937405,2.0435345825621165,4.635173553894465,5.154683922
3345,140,7,9,0.0,0.906857512,0.119232779,0.305471335,4.097300078,5.0705395819409045,0.1886534204819937,2.403287604579248,2.0673636522327405,4.626329355670085,3.686497201
3346,140,7,10,0.0,1.527521334,0.308277035,0.72807868,1.126425142,4.692464773820651,1.1316118510633035,2.482965581279882,2.000160899646667,4.621158737027073,2.844100399
3347,140,7,11,0.0,0.502342676,0.260808079,0.509153039,1.881208979,4.872683251223922,1.0222258831236763,2.3456087652551108,1.942406187482828,4.640830549149117,1.649209364
3348,140,7,12,0.0,0.487818782,0.6824656459999999,0.378094823,1.212149278,4.358918759114415,0.973142442843959,2.2171199565659925,1.9758650068966117,4.627985115825892,1.463299651
3349,140,7,13,0.0,0.8694566220000001,0.253001999,0.281524476,0.944877166,3.8456141694014008,0.2738608368246116,2.24034038286329,1.984145121394648,4.61338246399187,0.772436025
3350,140,7,14,0.0,1.303590354,0.173646589,0.091683168,1.854225325,3.5429244885536124,0.4365847206457781,2.307566440828157,2.0425658644006357,4.63634077907375,0.547887537
3351,140,7,15,0.0,1.448480627,0.597496239,0.208769263,0.76315159,4.328846164044898,0.5153466069292785,2.3850612244656904,1.9665455040842956,4.638816230978528,0.93899427
3352,140,7,16,0.0,1.350823515,1.5092770009999998,0.259987944,1.746777255,4.619972454125596,0.5183478439512448,2.3351865033331984,1.9198981435691824,4.6308963640886205,0.996753767
3353,140,7,17,0.0,0.87089353,1.362711365,0.220011575,1.164671083,2.920522391281016,0.1968034207923029,2.3178304740544458,2.0224476924970345,4.636360320322653,0.487989689
3354,140,7,18,0.0,1.137643003,0.382453803,0.194319884,3.757884194,3.1310426926332604,0.2904764955424635,2.274210553537502,1.9847403215534818,4.637508083123199,0.033286272
3355,140,7,19,0.0,1.393068509,0.667863451,0.354912334,1.4265907530000002,3.649033759416172,0.7516376678307382,2.2640518851583726,1.9722683289467842,4.622664005998549,0.036377517000000005
3356,140,7,20,0.0,1.021106923,0.800807061,0.7758373909999999,3.648667013,4.700035657940441,0.03443875859942455,2.425561988378338,1.9049041981232335,4.637793848134937,0.457762515
3357,140,7,21,0.0,0.641626577,0.62434575,0.36316888,3.2611127810000005,4.578967047444867,0.4259498637711453,2.530617870675309,2.0351366265843187,4.6339252298768825,0.716301631
3358,140,7,22,0.0,0.383616736,0.94981083,1.250899143,6.012970489,3.481836113471024,1.4218801279697129,2.386344733841096,1.9602744866846982,4.616014365019243,0.8940920459999999
3359,140,7,23,0.0,0.264748743,0.598451979,0.23988189,10.71383879,4.515771885446392,0.6408812975070325,2.6709998168258555,2.028157980906636,4.642488608679955,1.346696625
3360,140,7,24,0.0,0.147233587,0.471159958,0.298711239,6.763337492000001,3.6945642458270953,0.7835484130292889,2.3855490051813484,1.9576075250383456,4.631253107010268,2.705372385
3361,141,1,1,0.0,0.134103712,2.018823399,0.456480067,0.0,4.806616897774663,0.5101509621305238,2.3823056737234243,2.0370248635921864,4.6390528417936086,4.450745035
3362,141,1,2,0.0,0.265255623,1.114766839,0.6183333320000001,0.0,4.303152583452569,2.6382869594408445,2.4188634418380945,1.9250156896491557,4.61587204627682,6.464700443
3363,141,1,3,0.0,0.623072737,1.31984052,0.195213377,0.0,4.616412210510076,1.6508079119168286,2.538403761998889,2.010638368245848,4.6313413796885765,7.315786632999999
3364,141,1,4,0.0,0.717587098,0.730145835,0.060993461,0.0,3.7339621752769445,0.9195741369253656,2.3127458694489382,2.081270735041004,4.636901407194225,7.543614257000001
3365,141,1,5,0.0,0.580029409,1.001373392,0.207210678,0.0,4.605663907175464,1.1312070732366364,2.314160317827697,1.913775282547013,4.625553962442725,7.038318594
3366,141,1,6,0.0,0.421523179,1.231292774,0.208178612,0.0,4.989778251510557,1.3471953013876985,2.34344386604829,2.0839078190386204,4.614987659671464,7.513399292999999
3367,141,1,7,0.0,0.748540123,1.2958179440000002,1.430267757,0.0,4.624215848649493,0.840940084612577,2.2820174706036194,1.9415346282817352,4.615561133124622,6.463342264
3368,141,1,8,0.0,0.462123874,0.706918242,0.74604088,0.0,5.033449943973329,1.6456515072239222,2.424460318635269,2.021020716422668,4.640997584506155,5.203950862
3369,141,1,9,0.0,0.84361729,0.220735174,0.17697758600000002,0.0,3.204178442642265,0.27203375554411385,2.2982367998095548,1.9673996703158296,4.6364102805930765,3.215724218
3370,141,1,10,0.0,1.701910535,0.067867387,0.201104923,0.0,3.96036122765646,1.03885773567628,2.257474409970187,2.0019869571282856,4.6396706606803,2.555474352
3371,141,1,11,0.0,0.478781705,0.265569522,0.5994242670000001,0.0,4.616584070403407,3.9239655925402386,2.3090888167010353,1.9091373107671048,4.602532802098182,1.703996996
3372,141,1,12,0.0,0.584793421,0.615901594,0.31682428100000004,0.0,4.243867029734456,0.2978393609290129,2.2919237255616767,1.9953295076008013,4.638677371325622,1.372100045
3373,141,1,13,0.0,1.106514982,0.190365252,0.08002103299999999,0.0,4.913918414812991,1.0877562699241716,2.311452879282268,1.977953373311941,4.639847459986791,0.737177073
3374,141,1,14,0.0,1.181336457,0.181453832,0.15421591099999998,0.0,4.901211788286667,0.6709240718020496,2.3701815915938584,1.9952050147901093,4.62931224960183,0.550217128
3375,141,1,15,0.0,1.599833473,0.516635037,0.174429298,0.0,3.4769442841914437,0.560340262195018,2.3506639518048615,1.976205971642344,4.63802017967957,0.8724018440000001
3376,141,1,16,0.0,1.470381547,1.885806939,0.104222813,0.0,4.6521880119108046,0.5227538291562448,2.2724584969731945,2.0218106551256287,4.590335302518022,0.934357668
3377,141,1,17,0.0,1.12227613,0.206909033,0.131682507,0.0,4.2418200437500095,0.2270904564552051,2.653446878320566,1.9631398008199323,4.622134777341592,0.449102658
3378,141,1,18,0.0,1.310240865,1.583749886,0.512110455,0.0,4.085147296622711,0.9350212192481944,2.332693382348133,2.046053339568488,4.632859340156995,0.01530272
3379,141,1,19,0.0,1.47238817,0.5959363879999999,0.374771939,0.0,4.522885554524673,0.8497521332271971,2.307721917258301,1.9670391951828556,4.626483609454098,0.036524006
3380,141,1,20,0.0,1.236040567,0.963880074,0.418834233,0.0,4.436534194823465,0.39155875299426857,2.574051909996393,2.039127305550924,4.640849610758215,0.4656814420000001
3381,141,1,21,0.0,0.67319159,3.427645679,0.65961892,0.0,2.2568741460666626,1.1897707470008647,2.4912794393301865,2.0239399697725817,4.629068888847462,0.7231972590000001
3382,141,1,22,0.0,0.472737129,1.5162912780000002,1.426883893,0.0,4.8410896825922265,0.27529136118847103,2.4077919212412158,1.9677450975205344,4.626360785108856,0.964946116
3383,141,1,23,0.0,0.330796777,0.553020431,0.394822434,0.0,4.448618383239143,1.1475367609392872,2.2657411408845824,1.9643558518436777,4.642187503390701,1.502542743
3384,141,1,24,0.0,0.177557379,0.793771514,0.8126342459999999,0.0,4.8817140569786375,0.6873303150243185,2.3725966321895284,1.966548803040144,4.621106265942151,3.164243973
3385,142,2,1,0.522104439,0.323995312,1.525054681,0.360790569,3.150314409,4.007443025125868,0.9402563912922516,2.3388563196067698,1.9898511354063249,4.636026207064684,4.456924352
3386,142,2,2,0.422092639,0.533342805,0.737701843,0.402461485,2.0698839280000003,4.876252967449642,0.5929535185017498,2.2930902411737795,1.958649685748848,4.638310001149466,5.656941195
3387,142,2,3,1.026092605,1.062205745,0.410553791,0.1196924,2.458111925,2.7142087687648795,1.0080365191476308,2.488842433411927,1.9101257983038853,4.615618803467773,6.554769473
3388,142,2,4,1.448986017,1.311557243,1.1256245,0.222267817,1.754464834,4.82853013980618,0.6055932807005328,2.332411854735005,1.9304659398967343,4.632786022491673,6.631559271
3389,142,2,5,1.341397209,1.383123928,0.834467252,0.105272236,1.752895553,4.637529911757934,0.7334707798409685,2.6469410676733123,1.9433322411039824,4.631320228806743,7.561024602000001
3390,142,2,6,0.770401178,0.8874059409999999,0.631190987,0.099979649,1.739814804,3.2270027080192367,0.09352515279025247,2.3245102021121355,1.9716819125953464,4.630970668423812,7.324862864
3391,142,2,7,0.491482105,1.152367708,0.245579317,1.501758256,1.972151276,4.663051974720057,0.8090879173161891,2.5955569593053367,1.924911940830604,4.637896311046472,5.443359056
3392,142,2,8,0.8818808229999999,0.6939822920000001,0.676737549,0.975022129,3.308796197,4.316015681866421,1.5740416623537357,2.481742921851939,1.9393411898856887,4.639205605898362,5.5549195110000005
3393,142,2,9,0.577418254,1.339233118,0.5259255860000001,0.399225789,1.412877329,4.572070450149501,0.2787318134796181,2.3327417447246024,2.0882835975395366,4.637035657505602,3.658533051
3394,142,2,10,0.627381055,2.980374133,0.090360622,0.603766324,0.717971465,2.8358303343549345,0.21882316197833285,2.455501702395649,1.9355955668855518,4.62461335322409,2.853221473
3395,142,2,11,0.360467837,0.8205853999999999,0.07312351,0.404677148,1.079327006,2.9517632804363965,0.6254713965569694,2.467648294545445,2.0370735100810125,4.641953286954127,1.7236883369999998
3396,142,2,12,0.956015066,1.113064387,0.439059322,0.459861228,0.788387563,3.292677087841983,1.0098548289168108,2.553858847470403,1.9063131130473396,4.623001033712882,1.300889785
3397,142,2,13,1.3692388999999998,1.929031231,0.159623858,0.084671749,0.469952254,4.479906889413098,0.21224291504731232,2.428145504756112,1.947134257184895,4.639269845948496,0.7322970809999999
3398,142,2,14,1.507762424,2.84484164,0.544142404,0.129227245,0.668048258,4.874885723679818,0.3280582364468771,2.367940481036332,2.007420823357541,4.624801404437835,0.569179888
3399,142,2,15,1.012018342,3.047338072,0.373361046,0.14301694,0.274445378,3.3682792082403177,1.3294441828691044,2.3048182567624016,1.936092057138864,4.634852849807945,0.8524691190000001
3400,142,2,16,1.4950288180000002,2.970198435,1.187861962,0.068478307,0.885351453,4.784633544495407,0.2814223172694311,2.34884690305944,1.9549273327954455,4.634961400034813,0.897830322
3401,142,2,17,2.0540666830000003,1.798330397,0.48980958,0.194672687,0.6191520460000001,4.584060146850068,0.847131737383001,2.283660561685865,2.011770430612501,4.62899634634914,0.507775223
3402,142,2,18,1.275249684,2.406279688,0.35662745,0.478086416,2.484299683,4.4543314726998915,0.9859882074285976,2.6498811693920508,2.048109324425948,4.6410512017433065,0.053008803
3403,142,2,19,2.934184329,2.500969058,0.114224817,0.131156527,1.055724026,4.666707015871213,0.9144345292065521,2.2948782479913508,1.9571782878667976,4.615904123164358,0.010044178
3404,142,2,20,3.058136231,2.011258161,0.53883405,0.808817777,2.185680561,4.588145288902458,0.1781094844187749,2.4441792274860243,1.9376261025886663,4.638738016792751,0.414982804
3405,142,2,21,1.011571205,1.414303922,0.7448460459999999,0.657312739,2.64832442,4.6909166590417195,1.3481303481718825,2.2926656488071306,1.987666268087036,4.622148152856866,0.77036507
3406,142,2,22,1.400464198,0.8729744220000001,0.34712684200000005,1.174260156,3.289493939,3.586842045334925,1.3887107419270903,2.3162206702602157,1.9158071543403856,4.634847156755917,1.015090071
3407,142,2,23,1.397683199,0.570481937,0.75810556,0.210772997,4.346881533,4.787319376326152,1.8534603696182117,2.295155317180221,2.0415096207603716,4.627662277538371,1.444691476
3408,142,2,24,1.105294135,0.375525877,1.154365557,0.752083205,2.02127164,4.479298556195623,1.4227899154667183,2.3380192197399112,2.0200634335902117,4.6409640524863685,2.699560336
3409,143,3,1,0.39347241,0.0,1.481966049,0.348594567,2.547221187,4.585084485273482,0.30883296955113154,2.583385516256796,2.0057465995467703,4.613103893555269,4.953196155
3410,143,3,2,0.397790221,0.0,1.32493917,0.5355997929999999,2.494601161,4.264784716347476,1.8132655962078577,2.3085300406470193,1.9449055891429772,4.636996741219336,5.737042399
3411,143,3,3,0.5352540060000001,0.0,0.331502172,0.178500357,3.051092693,4.226440538016238,0.4917488198532221,2.426096411812092,1.9314084307279225,4.624739631963463,6.789697674
3412,143,3,4,1.4157120719999998,0.0,1.079751385,0.050079153,1.156454066,4.4242326110177626,0.20507572075736225,2.5550566678951068,1.9392210881273035,4.636688557581612,7.750693674
3413,143,3,5,1.304414155,0.0,1.95392839,0.080328837,1.561892901,4.210564981997748,0.7536988711195172,2.2791375193517127,1.9471313521417468,4.640422133901417,7.413719378
3414,143,3,6,1.148198987,0.0,2.062860745,0.265602987,1.737207437,4.296689726206782,0.11403643235406008,2.2939668146208536,1.9912853223507876,4.6339541352130755,7.422899297000001
3415,143,3,7,0.525158152,0.0,0.590908009,0.243484118,3.151529345,1.87740625734635,0.6735391521813865,2.344627984038751,1.9910780042572152,4.629260992353994,6.064830258
3416,143,3,8,0.559330155,0.0,0.462821097,0.542697664,1.810981139,4.158500104396893,0.6219893235515813,2.29079586984286,2.022310255741491,4.634351795995744,5.488044274
3417,143,3,9,0.547114843,0.0,0.49669709,0.423551825,1.733570476,3.618647493778696,1.8579891457682485,2.2843935214574635,1.929283427869345,4.621863799046888,3.857566124
3418,143,3,10,1.076318942,0.0,0.195651299,0.841149255,0.599659881,4.234547603933125,1.1087767519455936,2.257571130827385,1.9263325397706577,4.638984883248923,2.772639412
3419,143,3,11,0.343189095,0.0,0.086032661,0.313866815,0.850007117,4.647682427671762,1.4697502270879708,2.6469795050900147,2.0337928289578926,4.633933498007768,1.722467544
3420,143,3,12,0.607603186,0.0,0.137918616,0.2795538,0.7476870990000001,4.568478274937135,0.13656468903956334,2.9576673923162917,1.9158248959402575,4.619982129790387,1.504332845
3421,143,3,13,1.257830884,0.0,0.065733747,0.204919863,0.649161147,3.4682359680594987,0.5842857373226407,2.477146895065792,1.9369246213914617,4.61442191154359,0.710155751
3422,143,3,14,1.785925536,0.0,0.083804415,0.074702006,0.929895455,3.914922264608065,0.5286062222832413,2.3301938617956766,1.968791649388504,4.628742118113738,0.527338654
3423,143,3,15,0.952463876,0.0,0.53616085,0.13657545699999998,0.444689034,4.912751639950511,0.3539735141526447,2.342587853177738,2.097418317422615,4.628474350566653,0.901990176
3424,143,3,16,0.983837513,0.0,1.476565789,0.074384079,0.585475536,2.829388548597775,0.08019108070381126,2.3693156274402805,1.9707894924132408,4.638933789759007,0.99711748
3425,143,3,17,1.666919116,0.0,0.659689902,0.256104984,0.384686333,4.9224088246455135,0.09799619932822072,2.4186619491667294,2.050600809864291,4.63097473526916,0.461618651
3426,143,3,18,2.405818306,0.0,0.224788464,0.318175498,2.466865949,4.388112639635476,0.6071630210430912,2.4801651045377833,1.9784742387980259,4.627207199571092,0.002756373
3427,143,3,19,4.089816967,0.0,1.104541839,0.572162899,0.801646083,3.9525787773954772,1.8838245116635304,2.2797794139013443,1.9437234660892388,4.6190156310384545,0.012407214
3428,143,3,20,2.659542276,0.0,0.25500625,0.31895846,1.742162764,4.684803296327138,0.4360726858410656,2.520643750650195,2.003835697261342,4.61492265789274,0.51063789
3429,143,3,21,1.200226784,0.0,2.932475329,0.609591808,1.92068944,4.320868885715056,1.204372531635124,2.4313140862349516,1.9745320296320852,4.629484925935457,0.715147265
3430,143,3,22,1.069444916,0.0,0.613152706,1.3654375369999998,2.570080484,3.8113247365153695,1.7599495739037063,2.2302738528803485,2.037604798457634,4.639283078580937,0.95561591
3431,143,3,23,0.6940601479999999,0.0,1.458609079,0.285886744,5.78525747,3.6383576798022887,0.10028105718711997,2.504453922536167,1.939594740108572,4.6395419732070495,1.312464548
3432,143,3,24,1.727880721,0.0,1.199217858,0.662534211,2.836774917,4.352190517800939,1.2945554542095818,2.391360513442069,2.0487832123448233,4.63461929829067,2.718131707
3433,144,4,1,0.311824027,0.36910142,1.463359799,0.0,2.298575134,4.5820565966968205,0.7901806192175178,2.4462207457040317,2.049131285691176,4.620559721065363,5.323681616
3434,144,4,2,0.291989883,0.546703048,1.297498338,0.0,2.333250428,4.302735939854483,0.5785736976337492,2.5670883514008715,1.9377920285325096,4.6277136773565335,5.698865605
3435,144,4,3,0.8369995370000001,1.132320691,0.27608032600000004,0.0,2.482747678,4.315157728995539,1.8730151141279952,2.289814342895791,2.028624397925224,4.622016693575427,6.28495569
3436,144,4,4,0.828616472,1.860919327,1.6041773380000002,0.0,1.157106519,3.5775500856090146,0.7988832152316258,2.3730029045030423,1.9193215871863132,4.633902216773754,7.900426868999999
3437,144,4,5,0.904869666,1.53714952,0.709463051,0.0,1.28260058,3.6176309143025223,0.14373637627746932,2.427298382025608,1.9241363249027341,4.619019199039919,7.801593335
3438,144,4,6,0.5396170770000001,0.8863515409999999,5.752860182,0.0,2.699980282,4.917555747210282,0.6336890610326735,2.3369730633284203,1.9396519876686376,4.623975391106209,7.393471769
3439,144,4,7,0.450316956,1.178699115,0.780809085,0.0,1.975548498,4.313634221936745,0.3941591626848829,2.426901286090375,2.0305025094864777,4.636375228738012,6.005928162000001
3440,144,4,8,0.50269583,0.873674197,1.408251191,0.0,2.943224181,4.373504063278825,0.3230645268952281,2.3549730826416364,1.9901288841449003,4.625296403999728,5.345053333
3441,144,4,9,0.526011105,1.479356921,0.77588214,0.0,1.361640105,3.6059776657055087,0.8741789681706804,2.406969816629852,1.942091712950854,4.63352126064643,3.241734837
3442,144,4,10,1.232404432,2.860064846,0.296688137,0.0,0.860071721,4.282427504054727,1.0262273139553642,2.6319869923461803,2.007531966405399,4.633600669159342,2.913622541
3443,144,4,11,0.627852579,1.089920775,0.637389768,0.0,1.397151403,4.413730408090527,1.1455761327205998,2.2934947549654834,1.959710918409873,4.632764618465372,1.6631707690000002
3444,144,4,12,0.45367595,0.999161359,1.231088042,0.0,0.836267345,4.546896909860936,1.0116976595182383,2.3373060177375797,2.039963708775108,4.616752911497913,1.203764008
3445,144,4,13,1.189437617,1.743759513,0.576007182,0.0,0.64818135,4.3817587261005375,1.1250099263770077,2.2999940714850893,1.9308448327973649,4.634485971214543,0.715460289
3446,144,4,14,1.170444733,2.8707783680000003,0.233003974,0.0,1.26248834,4.098389025208073,1.9338372178838408,2.26405042035069,2.1070746422649016,4.628475742666124,0.534853039
3447,144,4,15,1.232080438,3.977085388,1.030346934,0.0,0.470425754,4.253726555820306,0.05435789557734323,2.500078854868283,1.9465275663723909,4.625419465649772,0.94335442
3448,144,4,16,1.4138508630000002,2.316153398,1.858427657,0.0,0.7731279609999999,4.632767827801543,1.4439516287102907,2.4168152512660277,2.037243616837311,4.621256760058591,0.931022201
3449,144,4,17,1.074561954,1.619360115,2.286845768,0.0,0.49942694,2.8232387041230935,1.0948016607642093,2.5722904700891536,1.9305592958650897,4.631931891457409,0.508531367
3450,144,4,18,1.967393594,1.850211651,1.743118762,0.0,1.515032025,4.227958978020971,0.02802856003772744,2.4500195772876983,1.9194536949412424,4.639870965060611,0.032312335
3451,144,4,19,1.7257517759999998,2.269298711,2.016554752,0.0,1.211153698,4.5457516846405515,0.6425969859964153,2.5670180909951354,1.958794487059316,4.638276010408258,0.009431215
3452,144,4,20,3.056884252,2.090826825,2.706051377,0.0,1.133559606,4.379703833471217,1.6743544712703364,2.267550950520713,1.9644790656626612,4.623146185356657,0.450900857
3453,144,4,21,2.083701374,1.172979956,6.213323215,0.0,2.430683138,4.844603121464937,0.5179798458903689,2.3374707229516174,2.0414838170946528,4.629200117039943,0.776719975
3454,144,4,22,1.401194525,0.843004489,0.8459161390000001,0.0,1.955727585,4.456904329701159,0.9201803024893388,2.3586916258404997,1.9453005582912997,4.612052815392748,1.006084674
3455,144,4,23,1.051685918,0.4581258720000001,1.26353357,0.0,4.935684112,4.460652578391414,0.6650632989014205,2.292336221716904,2.018308782359969,4.628468789025424,1.301053311
3456,144,4,24,1.5374140980000002,0.35419002,1.55547831,0.0,2.289204409,4.290340501983562,0.9255619583901604,2.7275115038234667,2.0423723103888207,4.635357261259175,2.848238353
3457,145,5,1,0.488137897,0.16065083900000002,4.458461883,0.292778666,6.277889009,4.539218215050477,1.4318747422670857,2.798924199495123,1.9195801782917163,4.615763837025328,5.057565185
3458,145,5,2,0.296163004,0.250958497,2.232734469,0.498355115,5.975661304,4.6122975647029785,0.05624607273986667,2.5848525134306275,1.936201710768577,4.627310159558091,6.259045408
3459,145,5,3,0.748795054,0.499829071,2.658281122,0.121818888,6.289558079,4.749781898777775,0.8482055733799553,2.2892007869721125,2.0173803565506003,4.627374192196025,6.55735193
3460,145,5,4,0.732171793,0.8593336840000001,0.929195526,0.17634678199999998,2.283437692,3.136477301032741,2.020458729638434,2.5163764601141323,1.9048816772324144,4.627307454549752,7.352454035
3461,145,5,5,1.5003960230000002,0.601912981,4.326673273,0.234508535,2.84808788,3.7186530190746687,1.6390008158167435,2.26879156702133,1.9287166157241549,4.620051289629642,7.472214814
3462,145,5,6,0.439576386,0.421835076,2.147105691,0.190995728,4.0090574,4.693742926150968,0.15517149255404414,2.2640580640287573,1.9762697660544517,4.645750557334988,7.333174572000001
3463,145,5,7,0.415583764,0.6802148140000001,1.410384571,0.8199914909999999,6.172964342,4.594964101969241,0.2553410223936735,2.2842817109452405,1.9308091864628631,4.6106208905265404,6.000971555
3464,145,5,8,0.37952256,0.370207149,0.360793051,1.010961679,6.582055587999999,4.041151334589382,0.7297129792198381,2.5165892419839926,1.9371804115383937,4.639761153898541,5.251719325
